pc_timestamp,seq,esp_timestamp_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
2025-11-08 17:04:13.908,61,10,0.011,-0.009,1.013,0.0,-0.061,0.061
2025-11-08 17:04:13.908,62,10,0.013,-0.009,1.012,-0.061,0.122,-0.061
2025-11-08 17:04:13.908,63,10,0.014,-0.01,1.013,0.061,-0.061,-0.061
2025-11-08 17:04:13.909,64,10,0.013,-0.009,1.014,0.061,0.122,-0.122
2025-11-08 17:04:13.910,65,10,0.012,-0.008,1.013,0.0,-0.061,-0.061
2025-11-08 17:04:13.910,66,10,0.013,-0.008,1.014,0.0,0.061,0.0
2025-11-08 17:04:13.968,67,10,0.012,-0.008,1.014,0.0,0.122,-0.061
2025-11-08 17:04:13.969,68,10,0.013,-0.009,1.013,0.0,-0.122,-0.122
2025-11-08 17:04:13.969,69,10,0.014,-0.009,1.013,-0.061,-0.061,0.0
2025-11-08 17:04:13.969,70,10,0.013,-0.009,1.013,-0.061,0.0,-0.183
2025-11-08 17:04:13.970,71,10,0.012,-0.01,1.013,0.061,0.061,-0.122
2025-11-08 17:04:13.970,72,10,0.013,-0.008,1.012,-0.061,0.061,-0.061
2025-11-08 17:04:14.028,73,10,0.013,-0.009,1.013,-0.061,-0.061,0.0
2025-11-08 17:04:14.028,74,10,0.014,-0.009,1.013,-0.061,0.183,-0.183
2025-11-08 17:04:14.029,75,10,0.015,-0.009,1.013,0.122,0.122,-0.122
2025-11-08 17:04:14.029,76,10,0.014,-0.009,1.013,0.061,0.0,-0.183
2025-11-08 17:04:14.030,77,10,0.012,-0.009,1.011,0.183,0.0,-0.061
2025-11-08 17:04:14.030,78,10,0.012,-0.008,1.012,0.122,0.061,0.0
2025-11-08 17:04:14.087,79,10,0.012,-0.01,1.013,0.061,-0.122,-0.122
2025-11-08 17:04:14.088,80,10,0.012,-0.009,1.013,0.061,-0.122,-0.122
2025-11-08 17:04:14.088,81,10,0.012,-0.01,1.014,-0.122,0.122,-0.061
2025-11-08 17:04:14.089,82,10,0.012,-0.008,1.013,0.122,-0.061,0.0
2025-11-08 17:04:14.090,83,10,0.011,-0.008,1.013,0.183,-0.122,0.244
2025-11-08 17:04:14.091,84,10,0.013,-0.009,1.013,0.061,0.0,-0.061
2025-11-08 17:04:14.147,85,10,0.013,-0.009,1.013,0.0,0.061,0.0
2025-11-08 17:04:14.148,86,10,0.013,-0.007,1.013,-0.061,-0.061,-0.122
2025-11-08 17:04:14.148,87,10,0.014,-0.009,1.014,0.122,-0.122,0.0
2025-11-08 17:04:14.149,88,10,0.011,-0.009,1.015,0.0,-0.122,-0.122
2025-11-08 17:04:14.150,89,10,0.014,-0.009,1.013,0.122,-0.061,0.0
2025-11-08 17:04:14.151,90,10,0.014,-0.011,1.011,0.061,0.0,-0.122
2025-11-08 17:04:14.207,91,10,0.012,-0.009,1.013,0.122,0.0,0.0
2025-11-08 17:04:14.208,92,10,0.013,-0.008,1.012,0.0,0.0,-0.122
2025-11-08 17:04:14.209,93,10,0.012,-0.009,1.014,0.061,0.061,-0.061
2025-11-08 17:04:14.209,94,10,0.014,-0.009,1.014,0.061,-0.061,0.0
2025-11-08 17:04:14.210,95,10,0.013,-0.009,1.013,-0.061,-0.061,-0.061
2025-11-08 17:04:14.211,96,10,0.012,-0.007,1.014,0.061,0.122,-0.183
2025-11-08 17:04:14.328,97,10,0.013,-0.009,1.014,0.061,0.0,0.061
2025-11-08 17:04:14.328,98,10,0.013,-0.009,1.013,0.061,-0.061,-0.122
